fid,xcoord,ycoord,date_day,date_month,date_year,SPECIES,daily_text_comment_rem,layer,code,cellcode
52959,8.061489548,45.43422466,21,7,2015,Crocothemis erythraea,,export_20241130,Alpine,10kmE416N248
52960,8.061489548,45.43422466,21,7,2015,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE416N248
52961,8.058025,45.445655,23,7,2015,Calopteryx virgo,,export_20241130,Alpine,10kmE416N248
52962,8.051572,45.447627,23,7,2015,Ophiogomphus cecilia,,export_20241130,Alpine,10kmE416N248
52963,8.051572,45.447627,23,7,2015,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE416N248
52964,8.051572,45.447627,23,7,2015,Sympetrum sanguineum,,export_20241130,Alpine,10kmE416N248
52965,8.051572,45.447627,23,7,2015,Libellula depressa,,export_20241130,Alpine,10kmE416N248
52966,8.05286,45.446028,23,7,2015,Orthetrum cancellatum,,export_20241130,Alpine,10kmE416N248
52967,8.043418427,45.48168468,6,3,2016,Sympecma paedisca,,export_20241130,Alpine,10kmE416N248
52968,8.05169,45.447343,25,5,2016,Libellula depressa,,export_20241130,Alpine,10kmE416N248
52969,8.046742,45.447797,25,5,2016,Pyrrhosoma nymphula,,export_20241130,Alpine,10kmE416N248
52970,8.046742,45.447797,25,5,2016,Coenagrion puella,,export_20241130,Alpine,10kmE416N248
52971,8.046773,45.44781,25,5,2016,Libellula depressa,,export_20241130,Alpine,10kmE416N248
52972,8.051625,45.447902,28,6,2016,Anax imperator,,export_20241130,Alpine,10kmE416N248
52973,8.046703,45.447802,28,6,2016,Anax imperator,,export_20241130,Alpine,10kmE416N248
52974,8.051625,45.447902,28,6,2016,Libellula depressa,,export_20241130,Alpine,10kmE416N248
52975,8.046703,45.447802,28,6,2016,Coenagrion puella,,export_20241130,Alpine,10kmE416N248
52976,8.051625,45.447902,28,6,2016,Coenagrion puella,,export_20241130,Alpine,10kmE416N248
52977,8.046703,45.447802,28,6,2016,Pyrrhosoma nymphula,,export_20241130,Alpine,10kmE416N248
52978,8.046703,45.447802,28,6,2016,Libellula depressa,,export_20241130,Alpine,10kmE416N248
52979,8.057463,45.446157,28,6,2016,Calopteryx virgo,,export_20241130,Alpine,10kmE416N248
52980,8.051605,45.447905,28,6,2016,Cordulegaster boltonii,,export_20241130,Alpine,10kmE416N248
52981,8.050754,45.448431,28,6,2016,Anax imperator,,export_20241130,Alpine,10kmE416N248
52982,8.050754,45.448431,28,6,2016,Libellula depressa,,export_20241130,Alpine,10kmE416N248
52983,8.05073,45.448429,28,6,2016,Orthetrum brunneum,,export_20241130,Alpine,10kmE416N248
52984,8.04672,45.447811,28,6,2016,Anax imperator,,export_20241130,Alpine,10kmE416N248
52985,8.04672,45.447811,28,6,2016,Coenagrion puella,,export_20241130,Alpine,10kmE416N248
52986,8.066335221,45.4311718,13,7,2016,Sympetrum sanguineum,,export_20241130,Alpine,10kmE416N248
52987,8.066335221,45.4311718,13,7,2016,Orthetrum cancellatum,,export_20241130,Alpine,10kmE416N248
52988,8.066335221,45.4311718,13,7,2016,Crocothemis erythraea,,export_20241130,Alpine,10kmE416N248
52989,8.066335221,45.4311718,13,7,2016,Libellula quadrimaculata,,export_20241130,Alpine,10kmE416N248
52990,8.052240652,45.43983043,21,8,2016,Aeshna cyanea,,export_20241130,Alpine,10kmE416N248
52991,8.05447303,45.44118188,21,8,2016,Ischnura pumilio,,export_20241130,Alpine,10kmE416N248
52992,8.065033326,45.43112465,21,8,2016,Anax imperator,,export_20241130,Alpine,10kmE416N248
52993,8.068252757,45.43069945,21,8,2016,Crocothemis erythraea,,export_20241130,Alpine,10kmE416N248
52994,8.068252757,45.43069945,21,8,2016,Orthetrum albistylum,,export_20241130,Alpine,10kmE416N248
52995,8.065163633,45.43105728,21,8,2016,Sympetrum sanguineum,,export_20241130,Alpine,10kmE416N248
52996,8.060272064,45.43264987,21,8,2016,Orthetrum brunneum,,export_20241130,Alpine,10kmE416N248
52997,8.066303231,45.43122728,21,8,2016,Libellula quadrimaculata,,export_20241130,Alpine,10kmE416N248
52998,8.058817624,45.4369198,21,8,2016,Libellula depressa,,export_20241130,Alpine,10kmE416N248
52999,8.064182823,45.43215811,21,8,2016,Ischnura elegans,,export_20241130,Alpine,10kmE416N248
53000,8.033842738,45.48694361,17,8,2019,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE416N248
53001,8.048431569,45.44901385,27,10,2019,Sympecma paedisca,,export_20241130,Alpine,10kmE416N248
53002,8.05471575,45.44716975,16,7,2021,Sympecma paedisca,,export_20241130,Alpine,10kmE416N248
53003,8.028737,45.484242,30,7,2021,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE416N248
53004,8.060358,45.435292,2,5,2022,Sympecma paedisca,,export_20241130,Alpine,10kmE416N248
53005,8.061143,45.434333,2,5,2022,Ischnura elegans,,export_20241130,Alpine,10kmE416N248
53006,8.055773754,45.44708823,25,7,2022,Sympecma paedisca,,export_20241130,Alpine,10kmE416N248
53007,8.051021,45.44846,6,9,2022,Sympecma paedisca,,export_20241130,Alpine,10kmE416N248
53008,8.051203,45.447937,6,9,2022,Sympecma paedisca,,export_20241130,Alpine,10kmE416N248
53009,8.048098,45.447952,31,8,2023,Sympecma paedisca,,export_20241130,Alpine,10kmE416N248
53010,8.051872805,45.44707852,31,8,2023,Sympecma paedisca,,export_20241130,Alpine,10kmE416N248
53011,8.062491761,45.43245559,4,7,2004,Sympetrum depressiusculum,,rimappato20230915,Alpine,10kmE416N248
53012,8.062491761,45.43245559,4,7,2004,Ischnura elegans,,rimappato20230915,Alpine,10kmE416N248
53013,8.062491761,45.43245559,4,7,2004,Erythromma viridulum,,rimappato20230915,Alpine,10kmE416N248
53014,8.065373215,45.43138105,17,8,2007,Aeshna affinis,,rimappato20230915,Alpine,10kmE416N248
53015,8.065373215,45.43138105,17,8,2007,Crocothemis erythraea,,rimappato20230915,Alpine,10kmE416N248
53016,8.065373215,45.43138105,17,8,2007,Ischnura elegans,,rimappato20230915,Alpine,10kmE416N248
53017,8.065373215,45.43138105,17,8,2007,Ischnura pumilio,,rimappato20230915,Alpine,10kmE416N248
53018,8.065373215,45.43138105,17,8,2007,Libellula depressa,,rimappato20230915,Alpine,10kmE416N248
53019,8.065373215,45.43138105,17,8,2007,Orthetrum albistylum,,rimappato20230915,Alpine,10kmE416N248
53020,8.065373215,45.43138105,17,8,2007,Orthetrum cancellatum,,rimappato20230915,Alpine,10kmE416N248
53021,8.065373215,45.43138105,17,8,2007,Sympetrum sanguineum,,rimappato20230915,Alpine,10kmE416N248
53022,8.065176274,45.43092037,26,7,2009,Crocothemis erythraea,,rimappato20230915,Alpine,10kmE416N248
53023,8.065176274,45.43092037,26,7,2009,Sympetrum sanguineum,,rimappato20230915,Alpine,10kmE416N248
53024,8.065176274,45.43092037,26,7,2009,Orthetrum cancellatum,,rimappato20230915,Alpine,10kmE416N248
53025,8.065176274,45.43092037,26,7,2009,Ischnura elegans,,rimappato20230915,Alpine,10kmE416N248
53026,8.065176274,45.43092037,26,7,2009,Aeshna affinis,,rimappato20230915,Alpine,10kmE416N248
53027,8.065176274,45.43092037,26,7,2009,Orthetrum albistylum,,rimappato20230915,Alpine,10kmE416N248
53028,8.065176274,45.43092037,26,7,2009,Anax imperator,,rimappato20230915,Alpine,10kmE416N248
53029,8.065176274,45.43092037,26,7,2009,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE416N248
53030,8.065176274,45.43092037,24,8,2009,Orthetrum cancellatum,,rimappato20230915,Alpine,10kmE416N248
53031,8.065176274,45.43092037,24,8,2009,Ischnura elegans,,rimappato20230915,Alpine,10kmE416N248
53032,8.065176274,45.43092037,24,8,2009,Crocothemis erythraea,,rimappato20230915,Alpine,10kmE416N248
53033,8.065176274,45.43092037,24,8,2009,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE416N248
53034,8.065176274,45.43092037,24,8,2009,Somatochlora metallica,,rimappato20230915,Alpine,10kmE416N248
53035,8.065176274,45.43092037,24,8,2009,Orthetrum albistylum,,rimappato20230915,Alpine,10kmE416N248
53036,8.065176274,45.43092037,24,8,2009,Aeshna mixta,,rimappato20230915,Alpine,10kmE416N248
53037,8.065176274,45.43092037,24,8,2009,Sympecma fusca,,rimappato20230915,Alpine,10kmE416N248
53038,8.065176274,45.43092037,23,9,2009,Sympetrum sanguineum,,rimappato20230915,Alpine,10kmE416N248
53039,8.065176274,45.43092037,24,8,2009,Coenagrion puella,,rimappato20230915,Alpine,10kmE416N248
53040,8.065176274,45.43092037,26,7,2009,Platycnemis pennipes,,rimappato20230915,Alpine,10kmE416N248
53041,8.062338666,45.43243633,,,2005,Orthetrum cancellatum,,rimappato20230915,Alpine,10kmE416N248
53042,8.062338666,45.43243633,,,2005,Sympecma fusca,,rimappato20230915,Alpine,10kmE416N248
53043,8.062338666,45.43243633,,,2005,Ischnura elegans,,rimappato20230915,Alpine,10kmE416N248
53044,8.062338666,45.43243633,,,2005,Ischnura pumilio,,rimappato20230915,Alpine,10kmE416N248
53045,8.055447937,45.43396377,,,2005,Sympetrum sanguineum,,rimappato20230915,Alpine,10kmE416N248
53046,8.055447937,45.43396377,,,2005,Sympecma fusca,,rimappato20230915,Alpine,10kmE416N248
53047,8.055447937,45.43396377,,,2005,Anax parthenope,,rimappato20230915,Alpine,10kmE416N248
53048,8.068546086,45.43123594,,,2005,Aeshna cyanea,,rimappato20230915,Alpine,10kmE416N248
53049,8.068546086,45.43123594,,,2005,Sympetrum sanguineum,,rimappato20230915,Alpine,10kmE416N248
53050,8.064944556,45.43101749,4,7,2004,Sympetrum depressiusculum,,rimappato20230915,Alpine,10kmE416N248
53051,8.064944556,45.43101749,4,7,2004,Ischnura elegans,,rimappato20230915,Alpine,10kmE416N248
53052,8.064944556,45.43101749,4,7,2004,Erythromma viridulum,,rimappato20230915,Alpine,10kmE416N248
53053,8.066483193,45.43074203,,,2005,Aeshna cyanea,,rimappato20230915,Alpine,10kmE416N248
53054,8.066483193,45.43074203,,,2005,Cordulia aenea,,rimappato20230915,Alpine,10kmE416N248
53055,8.066483193,45.43074203,,,2005,Orthetrum cancellatum,,rimappato20230915,Alpine,10kmE416N248
53056,8.066483193,45.43074203,,,2005,Orthetrum albistylum,,rimappato20230915,Alpine,10kmE416N248
53057,8.066483193,45.43074203,,,2005,Crocothemis erythraea,,rimappato20230915,Alpine,10kmE416N248
53058,8.053587478,45.43436243,,,2005,Anax parthenope,,rimappato20230915,Alpine,10kmE416N248
53059,8.053587478,45.43436243,,,2005,Sympecma fusca,,rimappato20230915,Alpine,10kmE416N248
53060,8.053587478,45.43436243,,,2005,Sympecma fusca,,rimappato20230915,Alpine,10kmE416N248
53061,8.056778421,45.43391176,26,7,2009,Aeshna affinis,,rimappato20230915,Alpine,10kmE416N248
53062,8.056778421,45.43391176,26,7,2009,Sympetrum sanguineum,,rimappato20230915,Alpine,10kmE416N248
53063,8.056778421,45.43391176,26,7,2009,Coenagrion puella,,rimappato20230915,Alpine,10kmE416N248
53064,8.056778421,45.43391176,26,7,2009,Ischnura elegans,,rimappato20230915,Alpine,10kmE416N248
53065,8.056778421,45.43391176,26,7,2009,Chalcolestes viridis,,rimappato20230915,Alpine,10kmE416N248
53066,8.056778421,45.43391176,24,8,2009,Chalcolestes viridis,,rimappato20230915,Alpine,10kmE416N248
53067,8.056778421,45.43391176,24,8,2009,Sympetrum sanguineum,,rimappato20230915,Alpine,10kmE416N248
53068,8.056778421,45.43391176,24,8,2009,Sympetrum vulgatum,,rimappato20230915,Alpine,10kmE416N248
53069,8.056778421,45.43391176,24,8,2009,Aeshna affinis,,rimappato20230915,Alpine,10kmE416N248
53070,8.056778421,45.43391176,24,8,2009,Aeshna cyanea,,rimappato20230915,Alpine,10kmE416N248
53071,8.056778421,45.43391176,23,9,2009,Sympetrum sanguineum,,rimappato20230915,Alpine,10kmE416N248
53072,8.056778421,45.43391176,23,9,2009,Sympecma fusca,,rimappato20230915,Alpine,10kmE416N248
53073,8.066501932,45.43115625,26,7,2009,Ischnura elegans,,rimappato20230915,Alpine,10kmE416N248
53074,8.066501932,45.43115625,26,7,2009,Aeshna affinis,,rimappato20230915,Alpine,10kmE416N248
53075,8.066501932,45.43115625,26,7,2009,Crocothemis erythraea,,rimappato20230915,Alpine,10kmE416N248
53076,8.066501932,45.43115625,26,7,2009,Orthetrum cancellatum,,rimappato20230915,Alpine,10kmE416N248
53077,8.066501932,45.43115625,26,7,2009,Anax imperator,,rimappato20230915,Alpine,10kmE416N248
53078,8.066501932,45.43115625,24,8,2009,Ischnura elegans,,rimappato20230915,Alpine,10kmE416N248
53079,8.066501932,45.43115625,24,8,2009,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE416N248
53080,8.066501932,45.43115625,24,8,2009,Sympetrum sanguineum,,rimappato20230915,Alpine,10kmE416N248
53081,8.066501932,45.43115625,24,8,2009,Crocothemis erythraea,,rimappato20230915,Alpine,10kmE416N248
53082,8.066501932,45.43115625,24,8,2009,Anax parthenope,,rimappato20230915,Alpine,10kmE416N248
53083,8.069839789,45.42952724,8,9,2007,Sympecma fusca,,rimappato20230915,Alpine,10kmE416N248
53084,8.018605018,45.50235034,27,8,2009,Libellula depressa,,rimappato20230915,Alpine,10kmE416N248
53085,8.018605018,45.50235034,27,8,2009,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE416N248
53086,8.018605018,45.50235034,27,8,2009,Aeshna affinis,,rimappato20230915,Alpine,10kmE416N248
53087,8.031727513,45.48504508,27,8,2009,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE416N248
53088,8.031727513,45.48504508,27,8,2009,Sympecma fusca,,rimappato20230915,Alpine,10kmE416N248
53089,8.031727513,45.48504508,27,8,2009,Anax imperator,,rimappato20230915,Alpine,10kmE416N248
53090,8.062434,45.432113,1,8,2009,Crocothemis erythraea,,rimappato20230915,Alpine,10kmE416N248
53091,8.062434,45.432113,1,8,2009,Anax parthenope,,rimappato20230915,Alpine,10kmE416N248
53092,8.062434,45.432113,1,8,2009,Ischnura elegans,,rimappato20230915,Alpine,10kmE416N248
53093,8.062434,45.432113,1,8,2009,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE416N248
53094,8.062434,45.432113,1,8,2009,Orthetrum cancellatum,,rimappato20230915,Alpine,10kmE416N248
53095,8.062434,45.432113,1,8,2009,Orthetrum albistylum,,rimappato20230915,Alpine,10kmE416N248
53096,8.062434,45.432113,1,8,2009,Sympecma fusca,,rimappato20230915,Alpine,10kmE416N248
53097,8.062434,45.432113,1,8,2009,Anax imperator,,rimappato20230915,Alpine,10kmE416N248
53098,8.062434,45.432113,1,8,2009,Sympetrum sanguineum,,rimappato20230915,Alpine,10kmE416N248
53099,8.00018,45.42317,17,9,2014,Somatochlora metallica,,export_20241130,Continental,10kmE416N248
53100,8.00018,45.42317,17,9,2014,Calopteryx splendens,,export_20241130,Continental,10kmE416N248
53101,8.020801431,45.41423897,24,5,2015,Erythromma lindenii,,export_20241130,Continental,10kmE416N248
53102,8.054744957,45.48084137,6,6,2015,Anax imperator,,export_20241130,Continental,10kmE416N248
53103,8.054744957,45.48084137,6,6,2015,Coenagrion puella,,export_20241130,Continental,10kmE416N248
53104,8.054744957,45.48084137,6,6,2015,Crocothemis erythraea,,export_20241130,Continental,10kmE416N248
53105,8.054744957,45.48084137,6,6,2015,Libellula quadrimaculata,,export_20241130,Continental,10kmE416N248
53106,8.054744957,45.48084137,6,6,2015,Orthetrum albistylum,,export_20241130,Continental,10kmE416N248
53107,8.054744957,45.48084137,6,6,2015,Orthetrum brunneum,,export_20241130,Continental,10kmE416N248
53108,8.054744957,45.48084137,6,6,2015,Orthetrum coerulescens,,export_20241130,Continental,10kmE416N248
53109,8.054744957,45.48084137,7,6,2015,Ischnura elegans,,export_20241130,Continental,10kmE416N248
53110,8.054744957,45.48084137,7,6,2015,Orthetrum albistylum,,export_20241130,Continental,10kmE416N248
53111,8.033533671,45.43061927,13,6,2015,Erythromma viridulum,,export_20241130,Continental,10kmE416N248
53112,8.054163008,45.48089415,13,6,2015,Sympetrum striolatum,,export_20241130,Continental,10kmE416N248
53113,8.054163008,45.48089415,20,6,2015,Orthetrum cancellatum,,export_20241130,Continental,10kmE416N248
53114,8.054163008,45.48089415,20,6,2015,Orthetrum coerulescens,,export_20241130,Continental,10kmE416N248
53115,8.054163008,45.48089415,20,6,2015,Sympetrum sanguineum,,export_20241130,Continental,10kmE416N248
53116,8.054163008,45.48089415,29,6,2015,Calopteryx splendens,,export_20241130,Continental,10kmE416N248
53117,8.054163008,45.48089415,29,6,2015,Orthetrum albistylum,,export_20241130,Continental,10kmE416N248
53118,8.054163008,45.48089415,29,6,2015,Orthetrum brunneum,,export_20241130,Continental,10kmE416N248
53119,8.054163008,45.48089415,29,6,2015,Orthetrum coerulescens,,export_20241130,Continental,10kmE416N248
53120,8.054163008,45.48089415,29,6,2015,Sympetrum sanguineum,,export_20241130,Continental,10kmE416N248
53121,7.945635035,45.48430597,19,7,2015,Sympetrum fonscolombei,,export_20241130,Continental,10kmE416N248
53122,7.945635035,45.48430597,19,7,2015,Calopteryx virgo,,export_20241130,Continental,10kmE416N248
53123,7.945226418,45.48603847,19,7,2015,Cordulegaster boltonii,,export_20241130,Continental,10kmE416N248
53124,8.054334452,45.48084309,12,8,2015,Ischnura pumilio,,export_20241130,Continental,10kmE416N248
53125,8.054103568,45.480936,20,9,2015,Ischnura pumilio,,export_20241130,Continental,10kmE416N248
53126,8.054103568,45.480936,20,9,2015,Ischnura elegans,,export_20241130,Continental,10kmE416N248
53127,8.054103568,45.480936,20,9,2015,Aeshna mixta,,export_20241130,Continental,10kmE416N248
53128,8.054103568,45.480936,20,9,2015,Crocothemis erythraea,,export_20241130,Continental,10kmE416N248
53129,8.054103568,45.480936,20,9,2015,Lestes sponsa,,export_20241130,Continental,10kmE416N248
53130,8.054103568,45.480936,20,9,2015,Orthetrum albistylum,,export_20241130,Continental,10kmE416N248
53131,8.054103568,45.480936,20,9,2015,Orthetrum coerulescens,,export_20241130,Continental,10kmE416N248
53132,8.054103568,45.480936,20,9,2015,Sympetrum sanguineum,,export_20241130,Continental,10kmE416N248
53133,8.054103568,45.480936,20,9,2015,Sympetrum striolatum,,export_20241130,Continental,10kmE416N248
53134,8.054941197,45.48117316,25,4,2016,Cordulia aenea,,export_20241130,Continental,10kmE416N248
53135,8.054941197,45.48117316,25,4,2016,Libellula depressa,,export_20241130,Continental,10kmE416N248
53136,8.054941197,45.48117316,25,4,2016,Ischnura elegans,,export_20241130,Continental,10kmE416N248
53137,8.054489806,45.48101122,4,5,2016,Crocothemis erythraea,,export_20241130,Continental,10kmE416N248
53138,8.053704456,45.48086672,15,5,2016,Coenagrion puella,,export_20241130,Continental,10kmE416N248
53139,8.054006911,45.48092768,15,5,2016,Crocothemis erythraea,,export_20241130,Continental,10kmE416N248
53140,8.054006911,45.48092768,15,5,2016,Ischnura elegans,,export_20241130,Continental,10kmE416N248
53141,8.054006911,45.48092768,15,5,2016,Orthetrum cancellatum,,export_20241130,Continental,10kmE416N248
53142,8.054006911,45.48092768,15,5,2016,Platycnemis pennipes,,export_20241130,Continental,10kmE416N248
53143,8.054320789,45.48091454,15,5,2016,Cordulia aenea,,export_20241130,Continental,10kmE416N248
53144,8.054526976,45.48092494,21,5,2016,Coenagrion puella,,export_20241130,Continental,10kmE416N248
53145,8.054526976,45.48092494,21,5,2016,Ischnura elegans,,export_20241130,Continental,10kmE416N248
53146,8.054526976,45.48092494,21,5,2016,Ischnura pumilio,,export_20241130,Continental,10kmE416N248
53147,8.054526976,45.48092494,21,5,2016,Pyrrhosoma nymphula,,export_20241130,Continental,10kmE416N248
53148,8.054526976,45.48092494,21,5,2016,Platycnemis pennipes,,export_20241130,Continental,10kmE416N248
53149,8.054526976,45.48092494,21,5,2016,Anax imperator,,export_20241130,Continental,10kmE416N248
53150,8.054526976,45.48092494,21,5,2016,Libellula depressa,,export_20241130,Continental,10kmE416N248
53151,8.054526976,45.48092494,21,5,2016,Orthetrum cancellatum,,export_20241130,Continental,10kmE416N248
53152,8.054526976,45.48092494,21,5,2016,Crocothemis erythraea,,export_20241130,Continental,10kmE416N248
53153,8.054526976,45.48092494,21,5,2016,Cordulia aenea,,export_20241130,Continental,10kmE416N248
53154,8.054726621,45.48117316,28,5,2016,Anax imperator,,export_20241130,Continental,10kmE416N248
53155,8.054726621,45.48117316,28,5,2016,Enallagma cyathigerum,,export_20241130,Continental,10kmE416N248
53156,8.054086354,45.48108368,26,6,2016,Erythromma viridulum,,export_20241130,Continental,10kmE416N248
53157,8.055351992,45.48110408,14,7,2016,Onychogomphus forcipatus unguiculatus,,export_20241130,Continental,10kmE416N248
53158,8.055351992,45.48110408,14,7,2016,Anax imperator,,export_20241130,Continental,10kmE416N248
53159,8.055351992,45.48110408,14,7,2016,Orthetrum brunneum,,export_20241130,Continental,10kmE416N248
53160,8.055351992,45.48110408,14,7,2016,Orthetrum coerulescens,,export_20241130,Continental,10kmE416N248
53161,8.055351992,45.48110408,14,7,2016,Orthetrum albistylum,,export_20241130,Continental,10kmE416N248
53162,8.055351992,45.48110408,14,7,2016,Orthetrum cancellatum,,export_20241130,Continental,10kmE416N248
53163,8.055351992,45.48110408,14,7,2016,Sympetrum sanguineum,,export_20241130,Continental,10kmE416N248
53164,8.055351992,45.48110408,14,7,2016,Ischnura elegans,,export_20241130,Continental,10kmE416N248
53165,8.062116071,45.48347604,14,7,2016,Onychogomphus forcipatus unguiculatus,,export_20241130,Continental,10kmE416N248
53166,8.062116071,45.48347604,14,7,2016,Calopteryx splendens,,export_20241130,Continental,10kmE416N248
53167,7.94532622,45.48607507,16,7,2016,Calopteryx virgo,,export_20241130,Continental,10kmE416N248
53168,7.94532622,45.48607507,16,7,2016,Orthetrum brunneum,,export_20241130,Continental,10kmE416N248
53169,7.94532622,45.48607507,16,7,2016,Orthetrum coerulescens,,export_20241130,Continental,10kmE416N248
53170,8.054703716,45.48068213,26,7,2016,Ischnura elegans,,export_20241130,Continental,10kmE416N248
53171,8.054703716,45.48068213,26,7,2016,Aeshna affinis,,export_20241130,Continental,10kmE416N248
53172,8.054703716,45.48068213,26,7,2016,Onychogomphus forcipatus,,export_20241130,Continental,10kmE416N248
53173,8.054703716,45.48068213,26,7,2016,Crocothemis erythraea,,export_20241130,Continental,10kmE416N248
53174,8.054703716,45.48068213,26,7,2016,Libellula quadrimaculata,,export_20241130,Continental,10kmE416N248
53175,8.054703716,45.48068213,26,7,2016,Libellula depressa,,export_20241130,Continental,10kmE416N248
53176,8.054703716,45.48068213,26,7,2016,Orthetrum albistylum,,export_20241130,Continental,10kmE416N248
53177,8.054703716,45.48068213,26,7,2016,Orthetrum cancellatum,,export_20241130,Continental,10kmE416N248
53178,8.054703716,45.48068213,26,7,2016,Orthetrum coerulescens,,export_20241130,Continental,10kmE416N248
53179,8.054703716,45.48068213,26,7,2016,Sympetrum sanguineum,,export_20241130,Continental,10kmE416N248
53180,8.053846076,45.48158293,28,8,2016,Lestes viridis,,export_20241130,Continental,10kmE416N248
53181,8.053846076,45.48158293,28,8,2016,Calopteryx splendens,,export_20241130,Continental,10kmE416N248
53182,8.053846076,45.48158293,28,8,2016,Ischnura elegans,,export_20241130,Continental,10kmE416N248
53183,8.053846076,45.48158293,28,8,2016,Ischnura pumilio,,export_20241130,Continental,10kmE416N248
53184,8.053846076,45.48158293,28,8,2016,Aeshna affinis,,export_20241130,Continental,10kmE416N248
53185,8.053846076,45.48158293,28,8,2016,Aeshna mixta,,export_20241130,Continental,10kmE416N248
53186,8.053846076,45.48158293,28,8,2016,Anax imperator,,export_20241130,Continental,10kmE416N248
53187,8.053846076,45.48158293,28,8,2016,Crocothemis erythraea,,export_20241130,Continental,10kmE416N248
53188,8.053846076,45.48158293,28,8,2016,Orthetrum albistylum,,export_20241130,Continental,10kmE416N248
53189,8.053846076,45.48158293,28,8,2016,Orthetrum cancellatum,,export_20241130,Continental,10kmE416N248
53190,8.053846076,45.48158293,28,8,2016,Orthetrum coerulescens,,export_20241130,Continental,10kmE416N248
53191,8.053846076,45.48158293,28,8,2016,Sympetrum meridionale,,export_20241130,Continental,10kmE416N248
53192,8.053846076,45.48158293,28,8,2016,Sympetrum sanguineum,,export_20241130,Continental,10kmE416N248
53193,8.053846076,45.48158293,28,8,2016,Sympetrum striolatum,,export_20241130,Continental,10kmE416N248
53194,8.053889771,45.48112802,3,9,2016,Aeshna affinis,,export_20241130,Continental,10kmE416N248
53195,8.053889771,45.48112802,3,9,2016,Aeshna mixta,,export_20241130,Continental,10kmE416N248
53196,8.053889771,45.48112802,3,9,2016,Crocothemis erythraea,,export_20241130,Continental,10kmE416N248
53197,8.053889771,45.48112802,3,9,2016,Ischnura elegans,,export_20241130,Continental,10kmE416N248
53198,8.053889771,45.48112802,3,9,2016,Ischnura pumilio,,export_20241130,Continental,10kmE416N248
53199,8.053889771,45.48112802,3,9,2016,Orthetrum albistylum,,export_20241130,Continental,10kmE416N248
53200,8.053889771,45.48112802,3,9,2016,Orthetrum cancellatum,,export_20241130,Continental,10kmE416N248
53201,8.053889771,45.48112802,3,9,2016,Orthetrum coerulescens,,export_20241130,Continental,10kmE416N248
53202,8.053889771,45.48112802,3,9,2016,Sympetrum sanguineum,,export_20241130,Continental,10kmE416N248
53203,8.053889771,45.48112802,3,9,2016,Sympetrum striolatum,,export_20241130,Continental,10kmE416N248
53204,8.059582505,45.47815724,20,9,2016,Somatochlora metallica,,export_20241130,Continental,10kmE416N248
53205,8.059582505,45.47815724,20,9,2016,Aeshna mixta,,export_20241130,Continental,10kmE416N248
53206,8.059582505,45.47815724,20,9,2016,Ischnura elegans,,export_20241130,Continental,10kmE416N248
53207,8.059582505,45.47815724,20,9,2016,Sympetrum sanguineum,,export_20241130,Continental,10kmE416N248
53208,8.059582505,45.47815724,20,9,2016,Crocothemis erythraea,,export_20241130,Continental,10kmE416N248
53209,8.053332652,45.4807032,25,9,2016,Sympecma paedisca,,export_20241130,Continental,10kmE416N248
53211,8.053825398,45.48087226,2,10,2016,Lestes sponsa,,export_20241130,Continental,10kmE416N248
53212,8.053825398,45.48087226,2,10,2016,Sympecma fusca,,export_20241130,Continental,10kmE416N248
53213,8.053825398,45.48087226,2,10,2016,Sympecma paedisca,,export_20241130,Continental,10kmE416N248
53214,8.053825398,45.48087226,2,10,2016,Ischnura elegans,,export_20241130,Continental,10kmE416N248
53215,8.053825398,45.48087226,2,10,2016,Ischnura pumilio,,export_20241130,Continental,10kmE416N248
53216,8.053825398,45.48087226,2,10,2016,Aeshna mixta,,export_20241130,Continental,10kmE416N248
53217,8.053825398,45.48087226,2,10,2016,Crocothemis erythraea,,export_20241130,Continental,10kmE416N248
53218,8.053825398,45.48087226,2,10,2016,Orthetrum albistylum,,export_20241130,Continental,10kmE416N248
53219,8.053825398,45.48087226,2,10,2016,Orthetrum cancellatum,,export_20241130,Continental,10kmE416N248
53220,8.053825398,45.48087226,2,10,2016,Sympetrum sanguineum,,export_20241130,Continental,10kmE416N248
53221,8.053825398,45.48087226,2,10,2016,Sympetrum striolatum,,export_20241130,Continental,10kmE416N248
53222,8.053482076,45.48078199,16,10,2016,Sympecma paedisca,,export_20241130,Continental,10kmE416N248
53223,8.053482076,45.48078199,16,10,2016,Ischnura pumilio,,export_20241130,Continental,10kmE416N248
53224,8.053482076,45.48078199,16,10,2016,Aeshna cyanea,,export_20241130,Continental,10kmE416N248
53225,8.053482076,45.48078199,16,10,2016,Aeshna mixta,,export_20241130,Continental,10kmE416N248
53226,8.053482076,45.48078199,16,10,2016,Sympetrum sanguineum,,export_20241130,Continental,10kmE416N248
